allocation,multiplexing,target_fidelity,scenario,run_idx,rate_hz,accepted_rate_hz,below_target_rate_hz,fidelity,accepted_fidelity,below_target_count,delivered_count,case_label
3:3,False,0.8145739529872971,no TTL,33,110.5,72.0,38.5,0.821976454568733,0.8710868624989108,77,221,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,36,98.5,60.0,38.5,0.8132168344341277,0.8723139779447666,77,197,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,35,105.0,64.5,40.5,0.8172179275975342,0.8692841043663093,81,210,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,43,104.0,59.0,45.0,0.8092448333747115,0.8688893499538859,90,208,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,37,113.0,69.5,43.5,0.8200994775813971,0.8688005955457949,87,226,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,34,118.5,80.0,38.5,0.8328159863875404,0.8730416024087031,77,237,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,41,100.0,63.5,36.5,0.8226998658159761,0.8697886193962905,73,200,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,56,96.0,53.0,43.0,0.8072046789609325,0.8644349367453007,86,192,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,45,109.5,69.0,40.5,0.8233889719013423,0.8708572757009757,81,219,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,42,121.0,76.5,44.5,0.8218912150940778,0.8718158208790691,89,242,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,40,102.5,64.0,38.5,0.8234359740286172,0.8712558903776895,77,205,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,48,113.5,69.5,44.0,0.8199118546599066,0.8733966313028254,88,227,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,49,111.5,68.0,43.5,0.8196719099883587,0.8740702630474654,87,223,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,54,102.0,66.5,35.5,0.8250077640079772,0.8683634578126966,71,204,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,44,115.0,74.0,41.0,0.8245186607755092,0.8650009940372511,82,230,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,39,123.0,81.0,42.0,0.8334207945489274,0.8714535257033273,84,246,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,46,107.0,72.5,34.5,0.8292367269271836,0.8703231914747117,69,214,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,51,116.5,74.0,42.5,0.8253160183266325,0.8692023959474838,85,233,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,55,118.0,74.0,44.0,0.8275341378552277,0.8747723708150958,88,236,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,52,103.0,72.5,30.5,0.8302517589676239,0.8716295387152885,61,206,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,57,102.5,69.0,33.5,0.8273236437700882,0.8680074326253744,67,205,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,50,111.0,77.5,33.5,0.8294115399304705,0.8680147301095364,67,222,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,47,125.5,86.0,39.5,0.8283159855562963,0.8690967425722622,79,251,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,58,126.5,82.5,44.0,0.8283058805254773,0.8738084663708166,88,253,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,53,123.0,83.0,40.0,0.8283272182499993,0.870643688560359,80,246,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,59,119.5,80.0,39.5,0.8297195186266443,0.8750783714640822,79,239,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,60,113.0,69.5,43.5,0.8219963492405122,0.8691092839394894,87,226,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,61,123.5,82.0,41.5,0.8248346510718589,0.8716789815256584,83,247,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,62,118.5,80.0,38.5,0.829658733111186,0.8729528619604082,77,237,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,63,121.0,79.5,41.5,0.8222800080448753,0.8696921671811357,83,242,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,64,118.0,79.5,38.5,0.824452607600893,0.8702907130767612,77,236,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,67,115.5,75.5,40.0,0.8211586951112905,0.8700859708707767,80,231,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,66,123.5,80.5,43.0,0.8310414349713329,0.8747699866504132,86,247,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,93,105.0,64.5,40.5,0.8183044329251769,0.8716884427011334,81,210,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,84,103.5,65.5,38.0,0.8227736069828957,0.8661939927846394,76,207,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,70,103.0,65.0,38.0,0.8223624264077368,0.8723540017510374,76,206,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,65,126.5,88.0,38.5,0.8326844778092864,0.871546757230028,77,253,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,74,114.5,76.0,38.5,0.8261767966181414,0.8713902984165229,77,229,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,68,114.5,78.0,36.5,0.8296261058607036,0.8694190928862149,73,229,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,72,123.5,83.5,40.0,0.8299072196740662,0.8712696589246932,80,247,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,73,115.5,70.5,45.0,0.8235068464484641,0.8719585773184743,90,231,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,76,119.0,78.5,40.5,0.8234796282559255,0.8707747457582747,81,238,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,78,121.5,78.5,43.0,0.824409091231905,0.8698058850957928,86,243,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,75,113.0,74.0,39.0,0.824051400125131,0.8704446976993696,78,226,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,77,113.0,70.5,42.5,0.8233530872000379,0.8758086620738741,85,226,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,69,116.5,80.5,36.0,0.8305648826476417,0.8722974915903507,72,233,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,71,113.5,78.5,35.0,0.8301329223712703,0.8701100905300416,70,227,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,80,109.5,70.5,39.0,0.8219798485085104,0.8674465926538045,78,219,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,82,97.5,58.5,39.0,0.8134488026725278,0.8694066688837576,78,195,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,89,110.5,73.0,37.5,0.8223083493528218,0.8724380529313327,75,221,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,86,116.0,75.0,41.0,0.8208781790175397,0.8698711227829435,82,232,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,85,109.5,70.0,39.5,0.8162299842944679,0.8671284515231688,79,219,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,81,113.0,77.0,36.0,0.832632115803054,0.8724189061865424,72,226,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,88,114.0,74.5,39.5,0.8251168748009958,0.8717878971185974,79,228,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,83,112.5,78.0,34.5,0.8294456161605003,0.8683845528246918,69,225,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,79,134.5,95.0,39.5,0.8368524127622227,0.872678685590506,79,269,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,87,109.5,73.0,36.5,0.8251684504701656,0.8719624628856129,73,219,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,90,116.0,81.5,34.5,0.8301242861127638,0.8680434598272995,69,232,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,91,114.5,71.5,43.0,0.8187931279173805,0.8697410905919212,86,229,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,92,113.5,75.0,38.5,0.8256339303097175,0.8757528598247054,77,227,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,98,90.5,57.5,33.0,0.8177830880465841,0.8696557247653925,66,181,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,94,121.0,77.5,43.5,0.8217034103460507,0.8726579314953112,87,242,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,95,116.5,78.5,38.0,0.8294787916352916,0.8711066189073782,76,233,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,96,118.5,78.5,40.0,0.8205801144761298,0.8699702457848335,80,237,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,97,110.0,72.0,38.0,0.823643224173498,0.8685942098628701,76,220,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,no TTL,99,105.0,66.5,38.5,0.8258787583738475,0.8675680836251858,77,210,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,3,88.5,85.0,3.5,0.8700497123361093,0.8724517203162201,7,177,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,6,110.0,107.5,2.5,0.867709449986172,0.8690369968980496,5,220,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,7,106.5,103.5,3.0,0.8682989936179304,0.8699576709635207,6,213,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,4,112.0,108.5,3.5,0.8683783427706071,0.8702426602152676,7,224,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,8,112.5,107.5,5.0,0.8730324198614156,0.8759094371204751,10,225,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,9,94.5,89.0,5.5,0.8675116798025096,0.8710568975423799,11,189,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,12,110.5,107.5,3.0,0.8723299815253255,0.8740487404460983,6,221,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,1,115.0,113.5,1.5,0.8714895789937037,0.8722932161297173,3,230,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,2,116.0,110.5,5.5,0.8718052102835887,0.8748132201476562,11,232,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,13,107.0,104.0,3.0,0.867040972626923,0.8686522925794371,6,214,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,5,113.5,109.5,4.0,0.8706671146177833,0.8728638354524497,8,227,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,0,123.5,118.0,5.5,0.8709175012638241,0.8737282163693335,11,247,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,10,120.0,114.0,6.0,0.8709886355453254,0.874156203230056,12,240,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,15,110.5,106.0,4.5,0.8681447804085766,0.8705726216799944,9,221,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,11,125.0,121.5,3.5,0.8684868875075024,0.8701346358091048,7,250,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,18,109.5,106.5,3.0,0.8688499273225887,0.8704784082103458,6,219,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,17,122.0,118.0,4.0,0.8720120334426891,0.874096552284485,8,244,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,19,109.0,105.0,4.0,0.8749175261744748,0.8773453661587619,8,218,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,14,119.5,114.0,5.5,0.8704318500388996,0.873322206919213,11,239,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,20,110.0,106.0,4.0,0.8688706182070237,0.8710244165502526,8,220,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,16,115.5,109.0,6.5,0.8683850534466598,0.8717583767608794,13,231,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,22,117.5,111.0,6.5,0.8700280949590832,0.8735618258242412,13,235,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,25,114.0,110.5,3.5,0.8709704954025889,0.8728743488755202,7,228,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,21,120.5,117.5,3.0,0.8718216642588241,0.8733573991251073,6,241,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,23,103.5,97.5,6.0,0.8712623408213004,0.8750019257964113,12,207,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,24,114.5,106.0,8.5,0.8638840558555916,0.8681403972004744,17,229,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,26,108.0,104.0,4.0,0.8696668558864736,0.8719394543087724,8,216,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,27,97.0,94.5,2.5,0.8698280036804235,0.8713623895501784,5,194,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,29,110.0,106.0,4.0,0.870527460429256,0.8727992407332639,8,220,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,28,115.5,110.5,5.0,0.8672703000125471,0.8697837357504566,10,231,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,30,104.5,100.5,4.0,0.867454503843874,0.8696806273473705,8,209,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,53,124.5,120.0,4.5,0.8706813669981259,0.8729174086079348,9,249,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,31,117.5,111.0,6.5,0.8680239428944342,0.8713226465451532,13,235,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,39,113.0,109.0,4.0,0.8719129968245896,0.8741959008397168,8,226,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,35,107.5,103.0,4.5,0.8694783434684887,0.8719967379421154,9,215,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,37,118.0,114.0,4.0,0.8694251375713187,0.8714511902923469,8,236,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,38,90.0,88.5,1.5,0.8688746568950764,0.8698603713641635,3,180,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,34,121.0,113.5,7.5,0.8689432798209804,0.8727978641468351,15,242,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,36,115.0,109.5,5.5,0.8696691250700579,0.8726275029700928,11,230,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,33,111.5,108.0,3.5,0.870149425292111,0.8720613328657467,7,223,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,32,118.5,114.0,4.5,0.8690872585284658,0.8713952751205218,9,237,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,41,109.5,105.0,4.5,0.867888608191476,0.87029362991202,9,219,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,44,107.0,103.0,4.0,0.8726790520247327,0.8750225400055545,8,214,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,43,111.5,108.5,3.0,0.8717935437032245,0.8734670066559878,6,223,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,40,110.5,104.5,6.0,0.8712219585602539,0.8746734572246142,12,221,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,42,119.0,114.5,4.5,0.8745187599975911,0.876996094720396,9,238,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,47,110.5,105.0,5.5,0.8654094168620151,0.8681893084989283,11,221,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,45,119.0,113.0,6.0,0.869184178341635,0.8722654941175048,12,238,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,50,103.0,102.0,1.0,0.8675268571185086,0.8680620079614954,2,206,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,49,108.5,105.5,3.0,0.8668127006113642,0.8684200478156708,6,217,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,51,112.0,105.0,7.0,0.8693303765070263,0.873158387205355,14,224,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,48,112.5,108.5,4.0,0.8706186294937753,0.8727752644367727,8,225,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,46,113.0,109.0,4.0,0.8721971101133809,0.8744491486483933,8,226,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,52,108.0,102.0,6.0,0.8666930693653576,0.8699584774318108,12,216,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,54,106.0,101.0,5.0,0.8698221357989749,0.8727089606611542,10,212,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,55,111.0,103.5,7.5,0.8699220292788843,0.8741429076478806,15,222,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,56,113.5,110.5,3.0,0.8695280557109366,0.8710911854540362,6,227,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,62,102.5,98.0,4.5,0.867811072346911,0.8704259792976636,9,205,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,57,125.5,121.0,4.5,0.8710940142099952,0.8733271865454487,9,251,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,58,116.5,111.5,5.0,0.8723271246484211,0.8750770169139255,10,233,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,59,104.5,102.0,2.5,0.870315078321468,0.8718233210806554,5,209,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,60,109.0,103.5,5.5,0.8680591138625343,0.8711067096338561,11,218,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,61,117.5,114.0,3.5,0.8720478042224091,0.8739268507445229,7,235,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,63,120.5,117.5,3.0,0.8713889067248073,0.872980885312172,6,241,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,64,113.5,111.0,2.5,0.8687602317557251,0.8700393309764222,5,227,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,71,92.5,91.0,1.5,0.8710797773024317,0.8720693608749439,3,185,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,68,106.0,99.5,6.5,0.8692298342808472,0.8730886798913099,13,212,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,69,110.0,107.5,2.5,0.8704923043032836,0.8718547697767259,5,220,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,66,121.5,115.0,6.5,0.8692436059816586,0.8725171120952224,13,243,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,65,123.0,117.5,5.5,0.8696485035484935,0.8723811366335285,11,246,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,67,120.5,112.5,8.0,0.8677707331957735,0.8718401559853276,16,241,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,74,116.5,113.5,3.0,0.8713738868327332,0.8729928321652558,6,233,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,72,128.0,125.0,3.0,0.8680757214491893,0.8694301445470926,6,256,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,73,108.0,103.0,5.0,0.8707511603637353,0.8735980837002386,10,216,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,70,108.5,106.0,2.5,0.8683357020487795,0.8697058955599488,5,217,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,75,135.0,129.5,5.5,0.8709734473720792,0.8735230090516165,11,270,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,78,127.0,119.5,7.5,0.8667173410220016,0.870198489452601,15,254,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,79,104.5,99.0,5.5,0.8669510171408714,0.8700478296397313,11,209,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,80,110.0,106.0,4.0,0.8691796164373357,0.8714232229721809,8,220,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,76,114.5,111.0,3.5,0.8726041386853994,0.8745556910124965,7,229,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,81,108.0,103.0,5.0,0.8721580468244825,0.8751434353320804,10,216,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,82,101.5,98.0,3.5,0.8649706742879543,0.8668661391130774,7,203,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,83,101.5,98.0,3.5,0.8660081446567464,0.867949514094819,7,203,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,77,107.0,104.0,3.0,0.8691201064843485,0.8707862051404314,6,214,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,84,99.0,96.5,2.5,0.8691725834340676,0.8706321513101399,5,198,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,85,111.5,106.5,5.0,0.8683900542363577,0.8710850530070818,10,223,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,88,114.5,111.0,3.5,0.8701292505352793,0.8720218895810921,7,229,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,86,120.5,118.5,2.0,0.871038233968402,0.8720714238162643,4,241,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,87,102.0,97.0,5.0,0.8672301413625918,0.870191071870764,10,204,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,89,106.5,103.0,3.5,0.8716391340767387,0.873695565971787,7,213,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,90,100.5,98.0,2.5,0.8725948596628283,0.8742050766888172,5,201,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,91,102.0,95.5,6.5,0.8646454566671079,0.8682523956175705,13,204,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,92,125.0,121.0,4.0,0.8733265897200188,0.8754080949440655,8,250,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,93,108.0,104.5,3.5,0.8699187563218569,0.8719354190131865,7,216,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,94,104.5,98.5,6.0,0.8694414143188262,0.8730148383720457,12,209,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,98,110.0,107.0,3.0,0.8707263298248045,0.8724318712164532,6,220,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,96,111.0,105.5,5.5,0.8725877747725294,0.8757371883403277,11,222,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,97,100.0,96.0,4.0,0.8683601142340691,0.8707465479347332,8,200,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,95,104.0,101.5,2.5,0.8718958354353109,0.8733912747222521,5,208,allocation 3:3 | no multiplexing
3:3,False,0.8145739529872971,model TTL,99,107.5,102.0,5.5,0.8720981301678497,0.8754379945273416,11,215,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,19,120.0,61.5,58.5,0.8238860210364308,0.8830936012478728,117,240,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,5,97.0,42.5,54.5,0.8134938483708116,0.8812624156063369,109,194,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,8,103.5,47.5,56.0,0.818665574851629,0.882681417813455,112,207,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,0,104.5,45.5,59.0,0.8101359049300112,0.8792936276565277,118,209,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,12,106.0,51.0,55.0,0.8149318404883253,0.881995788549942,110,212,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,30,100.5,46.0,54.5,0.8169315631055951,0.881277292348972,109,201,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,14,109.5,56.5,53.0,0.8246047193093161,0.8842091476838646,106,219,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,9,110.5,60.0,50.5,0.8257398013560884,0.8824287640679042,101,221,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,27,108.5,52.5,56.0,0.8202374261939934,0.8806447792784943,112,217,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,1,108.5,60.5,48.0,0.8313012014345614,0.8829651951644045,96,217,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,4,109.0,47.5,61.5,0.8160618681415681,0.8820110413122586,123,218,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,3,109.5,53.5,56.0,0.8220600943607748,0.8824056978178011,112,219,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,13,118.0,57.0,61.0,0.8252382858878831,0.8843838210730403,122,236,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,22,105.0,54.5,50.5,0.8324843128928305,0.8803608632581958,101,210,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,6,111.5,62.5,49.0,0.8308708072301997,0.8806362303199037,98,223,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,21,105.5,56.0,49.5,0.8219633825305839,0.883026304849263,99,211,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,23,116.0,55.5,60.5,0.8227666350382293,0.8847249575311352,121,232,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,20,108.0,51.0,57.0,0.8210324803708685,0.882171178144394,114,216,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,26,109.0,57.0,52.0,0.8206095370476754,0.8811244666127904,104,218,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,18,107.5,53.0,54.5,0.8161873621129095,0.8805287052861526,109,215,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,25,106.0,56.5,49.5,0.8275960333809539,0.882093117862347,99,212,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,7,112.5,59.0,53.5,0.8283233492036903,0.8814305995553552,107,225,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,11,117.5,55.0,62.5,0.8215353987779941,0.8803167303271191,125,235,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,17,113.5,53.0,60.5,0.8226827264974677,0.8838206755178931,121,227,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,16,118.5,62.0,56.5,0.829250664418201,0.8825647712635097,113,237,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,2,106.5,58.5,48.0,0.8273356352729867,0.8815467399357164,96,213,allocation 3:3 | no multiplexing
3:3,False,0.8468609294809456,no TTL,29,123.5,61.0,62.5,0.8279319111882388,0.8846613067960207,125,247,allocation 3:3 | no multiplexing
